CIK,cusip,ACCESSION_NUMBER,companyName,value,shares,cusip6,reportCalendarOrQuarter,managerName,managerAddress
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,28078759,166521,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,109603,650,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,19408162,115100,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,27400750,162500,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,3541020,21000,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,86552646,513300,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0000831001-23-000151,CHEVRON CORP NEW,20251262,120100,166764,30-SEP-2023,CITIGROUP INC,"388 GREENWICH STREET, NEW YORK, NY, 10013"
93410,166764100,0001085146-23-004559,CHEVRON CORP NEW,518305,3074,166764,30-SEP-2023,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004558,CHEVRON CORP NEW,483663,3074,166764,30-JUN-2023,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004557,CHEVRON CORP NEW,468890,2874,166764,31-MAR-2023,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004556,CHEVRON CORP NEW,476820,2657,166764,31-DEC-2022,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004555,CHEVRON CORP NEW,374872,2609,166764,30-SEP-2022,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004554,CHEVRON CORP NEW,399999,2763,166764,30-JUN-2022,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004553,CHEVRON CORP NEW,430654,2645,166764,31-MAR-2022,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001085146-23-004552,CHEVRON CORP NEW,278918,2377,166764,31-DEC-2021,Morton Capital Management LLC/CA,"27200 AGOURA ROAD, SUITE 200, CALABASAS, CA, 91301"
93410,166764100,0001764968-23-000004,CHEVRON CORP NEW,3585374,21263,166764,30-SEP-2023,Advisory Resource Group,"4625 E. 91ST ST., TULSA, OK, 74137"
93410,166764100,0001085146-23-004550,CHEVRON CORP NEW,259226,1789,166764,30-SEP-2023,"Austin Wealth Management, LLC","1301 S. Capital of Texas Highway, Suite C-210, Austin, TX, 78746"
93410,166764100,0001632554-23-000010,Chevron Corp,308406,1829,166764,30-SEP-2023,Trust Co,"PO BOX 1806, MANHATTAN, KS, 66505-1806"
93410,166764100,0001780507-23-000005,CHEVRON CORP NEW,1462419,8673,166764,30-SEP-2023,WT Wealth Management,"813 N BEAVER ST, FLAGSTAFF, AZ, 86001"
